t,plant,axis,phytomer,organ,element,exposed,PAR
196,1,MS,1,Internode,1,False,0
196,1,MS,1,Internode,2,True,0
196,1,MS,1,Lamina,1,True,0
196,1,MS,1,Sheath,1,True,0
196,1,MS,2,Internode,1,True,0
196,1,MS,2,Lamina,1,True,0
196,1,MS,2,Sheath,1,True,0
196,1,MS,3,Internode,1,True,0
196,1,MS,3,Lamina,1,True,0
196,1,MS,3,Sheath,1,True,0
196,1,MS,4,Peduncle,1,False,0
196,1,MS,4,Peduncle,2,True,0
196,1,MS,5,Chaff,1,True,0
197,1,MS,1,Internode,1,False,0
197,1,MS,1,Internode,2,True,1
197,1,MS,1,Lamina,1,True,19
197,1,MS,1,Sheath,1,True,4
197,1,MS,2,Internode,1,True,0
197,1,MS,2,Lamina,1,True,4
197,1,MS,2,Sheath,1,True,0
197,1,MS,3,Internode,1,True,0
197,1,MS,3,Lamina,1,True,1
197,1,MS,3,Sheath,1,True,0
197,1,MS,4,Peduncle,1,False,0
197,1,MS,4,Peduncle,2,True,9
197,1,MS,5,Chaff,1,True,22
198,1,MS,1,Internode,1,False,0
198,1,MS,1,Internode,2,True,2
198,1,MS,1,Lamina,1,True,24
198,1,MS,1,Sheath,1,True,6
198,1,MS,2,Internode,1,True,0
198,1,MS,2,Lamina,1,True,5
198,1,MS,2,Sheath,1,True,1
198,1,MS,3,Internode,1,True,0
198,1,MS,3,Lamina,1,True,1
198,1,MS,3,Sheath,1,True,0
198,1,MS,4,Peduncle,1,False,1
198,1,MS,4,Peduncle,2,True,12
198,1,MS,5,Chaff,1,True,28
199,1,MS,1,Internode,1,False,0
199,1,MS,1,Internode,2,True,5
199,1,MS,1,Lamina,1,True,62
199,1,MS,1,Sheath,1,True,15
199,1,MS,2,Internode,1,True,1
199,1,MS,2,Lamina,1,True,15
199,1,MS,2,Sheath,1,True,2
199,1,MS,3,Internode,1,True,0
199,1,MS,3,Lamina,1,True,4
199,1,MS,3,Sheath,1,True,1
199,1,MS,4,Peduncle,1,False,3
199,1,MS,4,Peduncle,2,True,32
199,1,MS,5,Chaff,1,True,72
200,1,MS,1,Internode,1,False,0
200,1,MS,1,Internode,2,True,6
200,1,MS,1,Lamina,1,True,77
200,1,MS,1,Sheath,1,True,19
200,1,MS,2,Internode,1,True,1
200,1,MS,2,Lamina,1,True,18
200,1,MS,2,Sheath,1,True,3
200,1,MS,3,Internode,1,True,0
200,1,MS,3,Lamina,1,True,5
200,1,MS,3,Sheath,1,True,1
200,1,MS,4,Peduncle,1,False,3
200,1,MS,4,Peduncle,2,True,39
200,1,MS,5,Chaff,1,True,89
201,1,MS,1,Internode,1,False,0
201,1,MS,1,Internode,2,True,6
201,1,MS,1,Lamina,1,True,82
201,1,MS,1,Sheath,1,True,20
201,1,MS,2,Internode,1,True,1
201,1,MS,2,Lamina,1,True,19
201,1,MS,2,Sheath,1,True,3
201,1,MS,3,Internode,1,True,0
201,1,MS,3,Lamina,1,True,6
201,1,MS,3,Sheath,1,True,1
201,1,MS,4,Peduncle,1,False,4
201,1,MS,4,Peduncle,2,True,41
201,1,MS,5,Chaff,1,True,95
202,1,MS,1,Internode,1,False,0
202,1,MS,1,Internode,2,True,9
202,1,MS,1,Lamina,1,True,111
202,1,MS,1,Sheath,1,True,28
202,1,MS,2,Internode,1,True,2
202,1,MS,2,Lamina,1,True,26
202,1,MS,2,Sheath,1,True,5
202,1,MS,3,Internode,1,True,0
202,1,MS,3,Lamina,1,True,8
202,1,MS,3,Sheath,1,True,2
202,1,MS,4,Peduncle,1,False,5
202,1,MS,4,Peduncle,2,True,56
202,1,MS,5,Chaff,1,True,129
203,1,MS,1,Internode,1,False,2
203,1,MS,1,Internode,2,True,20
203,1,MS,1,Lamina,1,True,241
203,1,MS,1,Sheath,1,True,61
203,1,MS,2,Internode,1,True,5
203,1,MS,2,Lamina,1,True,58
203,1,MS,2,Sheath,1,True,11
203,1,MS,3,Internode,1,True,1
203,1,MS,3,Lamina,1,True,18
203,1,MS,3,Sheath,1,True,4
203,1,MS,4,Peduncle,1,False,12
203,1,MS,4,Peduncle,2,True,123
203,1,MS,5,Chaff,1,True,280
204,1,MS,1,Internode,1,False,2
204,1,MS,1,Internode,2,True,24
204,1,MS,1,Lamina,1,True,289
204,1,MS,1,Sheath,1,True,73
204,1,MS,2,Internode,1,True,6
204,1,MS,2,Lamina,1,True,70
204,1,MS,2,Sheath,1,True,13
204,1,MS,3,Internode,1,True,1
204,1,MS,3,Lamina,1,True,21
204,1,MS,3,Sheath,1,True,5
204,1,MS,4,Peduncle,1,False,14
204,1,MS,4,Peduncle,2,True,148
204,1,MS,5,Chaff,1,True,336
205,1,MS,1,Internode,1,False,1
205,1,MS,1,Internode,2,True,17
205,1,MS,1,Lamina,1,True,202
205,1,MS,1,Sheath,1,True,51
205,1,MS,2,Internode,1,True,4
205,1,MS,2,Lamina,1,True,49
205,1,MS,2,Sheath,1,True,9
205,1,MS,3,Internode,1,True,1
205,1,MS,3,Lamina,1,True,15
205,1,MS,3,Sheath,1,True,3
205,1,MS,4,Peduncle,1,False,10
205,1,MS,4,Peduncle,2,True,103
205,1,MS,5,Chaff,1,True,235
206,1,MS,1,Internode,1,False,1
206,1,MS,1,Internode,2,True,19
206,1,MS,1,Lamina,1,True,231
206,1,MS,1,Sheath,1,True,58
206,1,MS,2,Internode,1,True,4
206,1,MS,2,Lamina,1,True,56
206,1,MS,2,Sheath,1,True,10
206,1,MS,3,Internode,1,True,1
206,1,MS,3,Lamina,1,True,17
206,1,MS,3,Sheath,1,True,4
206,1,MS,4,Peduncle,1,False,11
206,1,MS,4,Peduncle,2,True,118
206,1,MS,5,Chaff,1,True,269
207,1,MS,1,Internode,1,False,0
207,1,MS,1,Internode,2,True,8
207,1,MS,1,Lamina,1,True,101
207,1,MS,1,Sheath,1,True,25
207,1,MS,2,Internode,1,True,2
207,1,MS,2,Lamina,1,True,24
207,1,MS,2,Sheath,1,True,4
207,1,MS,3,Internode,1,True,0
207,1,MS,3,Lamina,1,True,7
207,1,MS,3,Sheath,1,True,1
207,1,MS,4,Peduncle,1,False,5
207,1,MS,4,Peduncle,2,True,51
207,1,MS,5,Chaff,1,True,117
208,1,MS,1,Internode,1,False,0
208,1,MS,1,Internode,2,True,8
208,1,MS,1,Lamina,1,True,96
208,1,MS,1,Sheath,1,True,24
208,1,MS,2,Internode,1,True,2
208,1,MS,2,Lamina,1,True,23
208,1,MS,2,Sheath,1,True,4
208,1,MS,3,Internode,1,True,0
208,1,MS,3,Lamina,1,True,7
208,1,MS,3,Sheath,1,True,1
208,1,MS,4,Peduncle,1,False,4
208,1,MS,4,Peduncle,2,True,49
208,1,MS,5,Chaff,1,True,112
209,1,MS,1,Internode,1,False,0
209,1,MS,1,Internode,2,True,4
209,1,MS,1,Lamina,1,True,53
209,1,MS,1,Sheath,1,True,13
209,1,MS,2,Internode,1,True,1
209,1,MS,2,Lamina,1,True,12
209,1,MS,2,Sheath,1,True,2
209,1,MS,3,Internode,1,True,0
209,1,MS,3,Lamina,1,True,4
209,1,MS,3,Sheath,1,True,0
209,1,MS,4,Peduncle,1,False,2
209,1,MS,4,Peduncle,2,True,27
209,1,MS,5,Chaff,1,True,61
210,1,MS,1,Internode,1,False,0
210,1,MS,1,Internode,2,True,1
210,1,MS,1,Lamina,1,True,19
210,1,MS,1,Sheath,1,True,4
210,1,MS,2,Internode,1,True,0
210,1,MS,2,Lamina,1,True,4
210,1,MS,2,Sheath,1,True,0
210,1,MS,3,Internode,1,True,0
210,1,MS,3,Lamina,1,True,1
210,1,MS,3,Sheath,1,True,0
210,1,MS,4,Peduncle,1,False,0
210,1,MS,4,Peduncle,2,True,9
210,1,MS,5,Chaff,1,True,22
211,1,MS,1,Internode,1,False,0
211,1,MS,1,Internode,2,True,1
211,1,MS,1,Lamina,1,True,19
211,1,MS,1,Sheath,1,True,4
211,1,MS,2,Internode,1,True,0
211,1,MS,2,Lamina,1,True,4
211,1,MS,2,Sheath,1,True,0
211,1,MS,3,Internode,1,True,0
211,1,MS,3,Lamina,1,True,1
211,1,MS,3,Sheath,1,True,0
211,1,MS,4,Peduncle,1,False,0
211,1,MS,4,Peduncle,2,True,9
211,1,MS,5,Chaff,1,True,22
212,1,MS,1,Internode,1,False,0
212,1,MS,1,Internode,2,True,0
212,1,MS,1,Lamina,1,True,9
212,1,MS,1,Sheath,1,True,2
212,1,MS,2,Internode,1,True,0
212,1,MS,2,Lamina,1,True,2
212,1,MS,2,Sheath,1,True,0
212,1,MS,3,Internode,1,True,0
212,1,MS,3,Lamina,1,True,0
212,1,MS,3,Sheath,1,True,0
212,1,MS,4,Peduncle,1,False,0
212,1,MS,4,Peduncle,2,True,4
212,1,MS,5,Chaff,1,True,11
213,1,MS,1,Internode,1,False,0
213,1,MS,1,Internode,2,True,0
213,1,MS,1,Lamina,1,True,0
213,1,MS,1,Sheath,1,True,0
213,1,MS,2,Internode,1,True,0
213,1,MS,2,Lamina,1,True,0
213,1,MS,2,Sheath,1,True,0
213,1,MS,3,Internode,1,True,0
213,1,MS,3,Lamina,1,True,0
213,1,MS,3,Sheath,1,True,0
213,1,MS,4,Peduncle,1,False,0
213,1,MS,4,Peduncle,2,True,0
213,1,MS,5,Chaff,1,True,0
214,1,MS,1,Internode,1,False,0
214,1,MS,1,Internode,2,True,0
214,1,MS,1,Lamina,1,True,0
214,1,MS,1,Sheath,1,True,0
214,1,MS,2,Internode,1,True,0
214,1,MS,2,Lamina,1,True,0
214,1,MS,2,Sheath,1,True,0
214,1,MS,3,Internode,1,True,0
214,1,MS,3,Lamina,1,True,0
214,1,MS,3,Sheath,1,True,0
214,1,MS,4,Peduncle,1,False,0
214,1,MS,4,Peduncle,2,True,0
214,1,MS,5,Chaff,1,True,0
215,1,MS,1,Internode,1,False,0
215,1,MS,1,Internode,2,True,0
215,1,MS,1,Lamina,1,True,0
215,1,MS,1,Sheath,1,True,0
215,1,MS,2,Internode,1,True,0
215,1,MS,2,Lamina,1,True,0
215,1,MS,2,Sheath,1,True,0
215,1,MS,3,Internode,1,True,0
215,1,MS,3,Lamina,1,True,0
215,1,MS,3,Sheath,1,True,0
215,1,MS,4,Peduncle,1,False,0
215,1,MS,4,Peduncle,2,True,0
215,1,MS,5,Chaff,1,True,0
216,1,MS,1,Internode,1,False,0
216,1,MS,1,Internode,2,True,0
216,1,MS,1,Lamina,1,True,0
216,1,MS,1,Sheath,1,True,0
216,1,MS,2,Internode,1,True,0
216,1,MS,2,Lamina,1,True,0
216,1,MS,2,Sheath,1,True,0
216,1,MS,3,Internode,1,True,0
216,1,MS,3,Lamina,1,True,0
216,1,MS,3,Sheath,1,True,0
216,1,MS,4,Peduncle,1,False,0
216,1,MS,4,Peduncle,2,True,0
216,1,MS,5,Chaff,1,True,0
217,1,MS,1,Internode,1,False,0
217,1,MS,1,Internode,2,True,0
217,1,MS,1,Lamina,1,True,0
217,1,MS,1,Sheath,1,True,0
217,1,MS,2,Internode,1,True,0
217,1,MS,2,Lamina,1,True,0
217,1,MS,2,Sheath,1,True,0
217,1,MS,3,Internode,1,True,0
217,1,MS,3,Lamina,1,True,0
217,1,MS,3,Sheath,1,True,0
217,1,MS,4,Peduncle,1,False,0
217,1,MS,4,Peduncle,2,True,0
217,1,MS,5,Chaff,1,True,0
218,1,MS,1,Internode,1,False,0
218,1,MS,1,Internode,2,True,0
218,1,MS,1,Lamina,1,True,0
218,1,MS,1,Sheath,1,True,0
218,1,MS,2,Internode,1,True,0
218,1,MS,2,Lamina,1,True,0
218,1,MS,2,Sheath,1,True,0
218,1,MS,3,Internode,1,True,0
218,1,MS,3,Lamina,1,True,0
218,1,MS,3,Sheath,1,True,0
218,1,MS,4,Peduncle,1,False,0
218,1,MS,4,Peduncle,2,True,0
218,1,MS,5,Chaff,1,True,0
219,1,MS,1,Internode,1,False,0
219,1,MS,1,Internode,2,True,0
219,1,MS,1,Lamina,1,True,0
219,1,MS,1,Sheath,1,True,0
219,1,MS,2,Internode,1,True,0
219,1,MS,2,Lamina,1,True,0
219,1,MS,2,Sheath,1,True,0
219,1,MS,3,Internode,1,True,0
219,1,MS,3,Lamina,1,True,0
219,1,MS,3,Sheath,1,True,0
219,1,MS,4,Peduncle,1,False,0
219,1,MS,4,Peduncle,2,True,0
219,1,MS,5,Chaff,1,True,0
220,1,MS,1,Internode,1,False,0
220,1,MS,1,Internode,2,True,0
220,1,MS,1,Lamina,1,True,0
220,1,MS,1,Sheath,1,True,0
220,1,MS,2,Internode,1,True,0
220,1,MS,2,Lamina,1,True,0
220,1,MS,2,Sheath,1,True,0
220,1,MS,3,Internode,1,True,0
220,1,MS,3,Lamina,1,True,0
220,1,MS,3,Sheath,1,True,0
220,1,MS,4,Peduncle,1,False,0
220,1,MS,4,Peduncle,2,True,0
220,1,MS,5,Chaff,1,True,0
221,1,MS,1,Internode,1,False,0
221,1,MS,1,Internode,2,True,3
221,1,MS,1,Lamina,1,True,43
221,1,MS,1,Sheath,1,True,11
221,1,MS,2,Internode,1,True,0
221,1,MS,2,Lamina,1,True,10
221,1,MS,2,Sheath,1,True,2
221,1,MS,3,Internode,1,True,0
221,1,MS,3,Lamina,1,True,3
221,1,MS,3,Sheath,1,True,0
221,1,MS,4,Peduncle,1,False,2
221,1,MS,4,Peduncle,2,True,22
221,1,MS,5,Chaff,1,True,50
222,1,MS,1,Internode,1,False,1
222,1,MS,1,Internode,2,True,11
222,1,MS,1,Lamina,1,True,130
222,1,MS,1,Sheath,1,True,33
222,1,MS,2,Internode,1,True,2
222,1,MS,2,Lamina,1,True,31
222,1,MS,2,Sheath,1,True,6
222,1,MS,3,Internode,1,True,0
222,1,MS,3,Lamina,1,True,9
222,1,MS,3,Sheath,1,True,2
222,1,MS,4,Peduncle,1,False,6
222,1,MS,4,Peduncle,2,True,66
222,1,MS,5,Chaff,1,True,151
223,1,MS,1,Internode,1,False,2
223,1,MS,1,Internode,2,True,20
223,1,MS,1,Lamina,1,True,246
223,1,MS,1,Sheath,1,True,62
223,1,MS,2,Internode,1,True,5
223,1,MS,2,Lamina,1,True,59
223,1,MS,2,Sheath,1,True,11
223,1,MS,3,Internode,1,True,1
223,1,MS,3,Lamina,1,True,18
223,1,MS,3,Sheath,1,True,4
223,1,MS,4,Peduncle,1,False,12
223,1,MS,4,Peduncle,2,True,125
223,1,MS,5,Chaff,1,True,286
224,1,MS,1,Internode,1,False,3
224,1,MS,1,Internode,2,True,32
224,1,MS,1,Lamina,1,True,381
224,1,MS,1,Sheath,1,True,97
224,1,MS,2,Internode,1,True,8
224,1,MS,2,Lamina,1,True,92
224,1,MS,2,Sheath,1,True,17
224,1,MS,3,Internode,1,True,2
224,1,MS,3,Lamina,1,True,28
224,1,MS,3,Sheath,1,True,6
224,1,MS,4,Peduncle,1,False,19
224,1,MS,4,Peduncle,2,True,195
224,1,MS,5,Chaff,1,True,443
225,1,MS,1,Internode,1,False,3
225,1,MS,1,Internode,2,True,37
225,1,MS,1,Lamina,1,True,439
225,1,MS,1,Sheath,1,True,111
225,1,MS,2,Internode,1,True,9
225,1,MS,2,Lamina,1,True,106
225,1,MS,2,Sheath,1,True,20
225,1,MS,3,Internode,1,True,2
225,1,MS,3,Lamina,1,True,33
225,1,MS,3,Sheath,1,True,8
225,1,MS,4,Peduncle,1,False,22
225,1,MS,4,Peduncle,2,True,224
225,1,MS,5,Chaff,1,True,510
226,1,MS,1,Internode,1,False,2
226,1,MS,1,Internode,2,True,27
226,1,MS,1,Lamina,1,True,328
226,1,MS,1,Sheath,1,True,83
226,1,MS,2,Internode,1,True,6
226,1,MS,2,Lamina,1,True,79
226,1,MS,2,Sheath,1,True,15
226,1,MS,3,Internode,1,True,2
226,1,MS,3,Lamina,1,True,24
226,1,MS,3,Sheath,1,True,5
226,1,MS,4,Peduncle,1,False,16
226,1,MS,4,Peduncle,2,True,167
226,1,MS,5,Chaff,1,True,381
227,1,MS,1,Internode,1,False,3
227,1,MS,1,Internode,2,True,34
227,1,MS,1,Lamina,1,True,405
227,1,MS,1,Sheath,1,True,103
227,1,MS,2,Internode,1,True,8
227,1,MS,2,Lamina,1,True,98
227,1,MS,2,Sheath,1,True,19
227,1,MS,3,Internode,1,True,2
227,1,MS,3,Lamina,1,True,30
227,1,MS,3,Sheath,1,True,7
227,1,MS,4,Peduncle,1,False,20
227,1,MS,4,Peduncle,2,True,207
227,1,MS,5,Chaff,1,True,471
228,1,MS,1,Internode,1,False,5
228,1,MS,1,Internode,2,True,54
228,1,MS,1,Lamina,1,True,647
228,1,MS,1,Sheath,1,True,164
228,1,MS,2,Internode,1,True,13
228,1,MS,2,Lamina,1,True,157
228,1,MS,2,Sheath,1,True,30
228,1,MS,3,Internode,1,True,4
228,1,MS,3,Lamina,1,True,49
228,1,MS,3,Sheath,1,True,11
228,1,MS,4,Peduncle,1,False,33
228,1,MS,4,Peduncle,2,True,330
228,1,MS,5,Chaff,1,True,751
229,1,MS,1,Internode,1,False,4
229,1,MS,1,Internode,2,True,42
229,1,MS,1,Lamina,1,True,502
229,1,MS,1,Sheath,1,True,127
229,1,MS,2,Internode,1,True,10
229,1,MS,2,Lamina,1,True,122
229,1,MS,2,Sheath,1,True,23
229,1,MS,3,Internode,1,True,3
229,1,MS,3,Lamina,1,True,38
229,1,MS,3,Sheath,1,True,9
229,1,MS,4,Peduncle,1,False,25
229,1,MS,4,Peduncle,2,True,256
229,1,MS,5,Chaff,1,True,583
230,1,MS,1,Internode,1,False,2
230,1,MS,1,Internode,2,True,28
230,1,MS,1,Lamina,1,True,333
230,1,MS,1,Sheath,1,True,84
230,1,MS,2,Internode,1,True,7
230,1,MS,2,Lamina,1,True,80
230,1,MS,2,Sheath,1,True,15
230,1,MS,3,Internode,1,True,2
230,1,MS,3,Lamina,1,True,25
230,1,MS,3,Sheath,1,True,6
230,1,MS,4,Peduncle,1,False,17
230,1,MS,4,Peduncle,2,True,170
230,1,MS,5,Chaff,1,True,387
231,1,MS,1,Internode,1,False,1
231,1,MS,1,Internode,2,True,18
231,1,MS,1,Lamina,1,True,217
231,1,MS,1,Sheath,1,True,55
231,1,MS,2,Internode,1,True,4
231,1,MS,2,Lamina,1,True,52
231,1,MS,2,Sheath,1,True,10
231,1,MS,3,Internode,1,True,1
231,1,MS,3,Lamina,1,True,16
231,1,MS,3,Sheath,1,True,3
231,1,MS,4,Peduncle,1,False,11
231,1,MS,4,Peduncle,2,True,111
231,1,MS,5,Chaff,1,True,252
232,1,MS,1,Internode,1,False,1
232,1,MS,1,Internode,2,True,13
232,1,MS,1,Lamina,1,True,164
232,1,MS,1,Sheath,1,True,41
232,1,MS,2,Internode,1,True,3
232,1,MS,2,Lamina,1,True,39
232,1,MS,2,Sheath,1,True,7
232,1,MS,3,Internode,1,True,1
232,1,MS,3,Lamina,1,True,12
232,1,MS,3,Sheath,1,True,2
232,1,MS,4,Peduncle,1,False,8
232,1,MS,4,Peduncle,2,True,83
232,1,MS,5,Chaff,1,True,190
233,1,MS,1,Internode,1,False,0
233,1,MS,1,Internode,2,True,8
233,1,MS,1,Lamina,1,True,101
233,1,MS,1,Sheath,1,True,25
233,1,MS,2,Internode,1,True,2
233,1,MS,2,Lamina,1,True,24
233,1,MS,2,Sheath,1,True,4
233,1,MS,3,Internode,1,True,0
233,1,MS,3,Lamina,1,True,7
233,1,MS,3,Sheath,1,True,1
233,1,MS,4,Peduncle,1,False,5
233,1,MS,4,Peduncle,2,True,51
233,1,MS,5,Chaff,1,True,117
234,1,MS,1,Internode,1,False,0
234,1,MS,1,Internode,2,True,4
234,1,MS,1,Lamina,1,True,57
234,1,MS,1,Sheath,1,True,14
234,1,MS,2,Internode,1,True,1
234,1,MS,2,Lamina,1,True,14
234,1,MS,2,Sheath,1,True,2
234,1,MS,3,Internode,1,True,0
234,1,MS,3,Lamina,1,True,4
234,1,MS,3,Sheath,1,True,1
234,1,MS,4,Peduncle,1,False,2
234,1,MS,4,Peduncle,2,True,29
234,1,MS,5,Chaff,1,True,67
235,1,MS,1,Internode,1,False,0
235,1,MS,1,Internode,2,True,2
235,1,MS,1,Lamina,1,True,33
235,1,MS,1,Sheath,1,True,8
235,1,MS,2,Internode,1,True,0
235,1,MS,2,Lamina,1,True,8
235,1,MS,2,Sheath,1,True,1
235,1,MS,3,Internode,1,True,0
235,1,MS,3,Lamina,1,True,2
235,1,MS,3,Sheath,1,True,0
235,1,MS,4,Peduncle,1,False,1
235,1,MS,4,Peduncle,2,True,17
235,1,MS,5,Chaff,1,True,39
236,1,MS,1,Internode,1,False,0
236,1,MS,1,Internode,2,True,0
236,1,MS,1,Lamina,1,True,4
236,1,MS,1,Sheath,1,True,1
236,1,MS,2,Internode,1,True,0
236,1,MS,2,Lamina,1,True,1
236,1,MS,2,Sheath,1,True,0
236,1,MS,3,Internode,1,True,0
236,1,MS,3,Lamina,1,True,0
236,1,MS,3,Sheath,1,True,0
236,1,MS,4,Peduncle,1,False,0
236,1,MS,4,Peduncle,2,True,2
236,1,MS,5,Chaff,1,True,5
237,1,MS,1,Internode,1,False,0
237,1,MS,1,Internode,2,True,0
237,1,MS,1,Lamina,1,True,0
237,1,MS,1,Sheath,1,True,0
237,1,MS,2,Internode,1,True,0
237,1,MS,2,Lamina,1,True,0
237,1,MS,2,Sheath,1,True,0
237,1,MS,3,Internode,1,True,0
237,1,MS,3,Lamina,1,True,0
237,1,MS,3,Sheath,1,True,0
237,1,MS,4,Peduncle,1,False,0
237,1,MS,4,Peduncle,2,True,0
237,1,MS,5,Chaff,1,True,0
238,1,MS,1,Internode,1,False,0
238,1,MS,1,Internode,2,True,0
238,1,MS,1,Lamina,1,True,0
238,1,MS,1,Sheath,1,True,0
238,1,MS,2,Internode,1,True,0
238,1,MS,2,Lamina,1,True,0
238,1,MS,2,Sheath,1,True,0
238,1,MS,3,Internode,1,True,0
238,1,MS,3,Lamina,1,True,0
238,1,MS,3,Sheath,1,True,0
238,1,MS,4,Peduncle,1,False,0
238,1,MS,4,Peduncle,2,True,0
238,1,MS,5,Chaff,1,True,0
239,1,MS,1,Internode,1,False,0
239,1,MS,1,Internode,2,True,0
239,1,MS,1,Lamina,1,True,0
239,1,MS,1,Sheath,1,True,0
239,1,MS,2,Internode,1,True,0
239,1,MS,2,Lamina,1,True,0
239,1,MS,2,Sheath,1,True,0
239,1,MS,3,Internode,1,True,0
239,1,MS,3,Lamina,1,True,0
239,1,MS,3,Sheath,1,True,0
239,1,MS,4,Peduncle,1,False,0
239,1,MS,4,Peduncle,2,True,0
239,1,MS,5,Chaff,1,True,0
240,1,MS,1,Internode,1,False,0
240,1,MS,1,Internode,2,True,0
240,1,MS,1,Lamina,1,True,0
240,1,MS,1,Sheath,1,True,0
240,1,MS,2,Internode,1,True,0
240,1,MS,2,Lamina,1,True,0
240,1,MS,2,Sheath,1,True,0
240,1,MS,3,Internode,1,True,0
240,1,MS,3,Lamina,1,True,0
240,1,MS,3,Sheath,1,True,0
240,1,MS,4,Peduncle,1,False,0
240,1,MS,4,Peduncle,2,True,0
240,1,MS,5,Chaff,1,True,0
241,1,MS,1,Internode,1,False,0
241,1,MS,1,Internode,2,True,0
241,1,MS,1,Lamina,1,True,0
241,1,MS,1,Sheath,1,True,0
241,1,MS,2,Internode,1,True,0
241,1,MS,2,Lamina,1,True,0
241,1,MS,2,Sheath,1,True,0
241,1,MS,3,Internode,1,True,0
241,1,MS,3,Lamina,1,True,0
241,1,MS,3,Sheath,1,True,0
241,1,MS,4,Peduncle,1,False,0
241,1,MS,4,Peduncle,2,True,0
241,1,MS,5,Chaff,1,True,0
242,1,MS,1,Internode,1,False,0
242,1,MS,1,Internode,2,True,0
242,1,MS,1,Lamina,1,True,0
242,1,MS,1,Sheath,1,True,0
242,1,MS,2,Internode,1,True,0
242,1,MS,2,Lamina,1,True,0
242,1,MS,2,Sheath,1,True,0
242,1,MS,3,Internode,1,True,0
242,1,MS,3,Lamina,1,True,0
242,1,MS,3,Sheath,1,True,0
242,1,MS,4,Peduncle,1,False,0
242,1,MS,4,Peduncle,2,True,0
242,1,MS,5,Chaff,1,True,0
243,1,MS,1,Internode,1,False,0
243,1,MS,1,Internode,2,True,0
243,1,MS,1,Lamina,1,True,0
243,1,MS,1,Sheath,1,True,0
243,1,MS,2,Internode,1,True,0
243,1,MS,2,Lamina,1,True,0
243,1,MS,2,Sheath,1,True,0
243,1,MS,3,Internode,1,True,0
243,1,MS,3,Lamina,1,True,0
243,1,MS,3,Sheath,1,True,0
243,1,MS,4,Peduncle,1,False,0
243,1,MS,4,Peduncle,2,True,0
243,1,MS,5,Chaff,1,True,0
244,1,MS,1,Internode,1,False,0
244,1,MS,1,Internode,2,True,0
244,1,MS,1,Lamina,1,True,0
244,1,MS,1,Sheath,1,True,0
244,1,MS,2,Internode,1,True,0
244,1,MS,2,Lamina,1,True,0
244,1,MS,2,Sheath,1,True,0
244,1,MS,3,Internode,1,True,0
244,1,MS,3,Lamina,1,True,0
244,1,MS,3,Sheath,1,True,0
244,1,MS,4,Peduncle,1,False,0
244,1,MS,4,Peduncle,2,True,0
244,1,MS,5,Chaff,1,True,0
245,1,MS,1,Internode,1,False,0
245,1,MS,1,Internode,2,True,2
245,1,MS,1,Lamina,1,True,24
245,1,MS,1,Sheath,1,True,6
245,1,MS,2,Internode,1,True,0
245,1,MS,2,Lamina,1,True,5
245,1,MS,2,Sheath,1,True,1
245,1,MS,3,Internode,1,True,0
245,1,MS,3,Lamina,1,True,1
245,1,MS,3,Sheath,1,True,0
245,1,MS,4,Peduncle,1,False,1
245,1,MS,4,Peduncle,2,True,12
245,1,MS,5,Chaff,1,True,28
246,1,MS,1,Internode,1,False,1
246,1,MS,1,Internode,2,True,12
246,1,MS,1,Lamina,1,True,144
246,1,MS,1,Sheath,1,True,36
246,1,MS,2,Internode,1,True,3
246,1,MS,2,Lamina,1,True,35
246,1,MS,2,Sheath,1,True,6
246,1,MS,3,Internode,1,True,0
246,1,MS,3,Lamina,1,True,10
246,1,MS,3,Sheath,1,True,2
246,1,MS,4,Peduncle,1,False,7
246,1,MS,4,Peduncle,2,True,74
246,1,MS,5,Chaff,1,True,168
247,1,MS,1,Internode,1,False,2
247,1,MS,1,Internode,2,True,25
247,1,MS,1,Lamina,1,True,299
247,1,MS,1,Sheath,1,True,76
247,1,MS,2,Internode,1,True,6
247,1,MS,2,Lamina,1,True,72
247,1,MS,2,Sheath,1,True,14
247,1,MS,3,Internode,1,True,2
247,1,MS,3,Lamina,1,True,22
247,1,MS,3,Sheath,1,True,5
247,1,MS,4,Peduncle,1,False,15
247,1,MS,4,Peduncle,2,True,153
247,1,MS,5,Chaff,1,True,347
248,1,MS,1,Internode,1,False,2
248,1,MS,1,Internode,2,True,22
248,1,MS,1,Lamina,1,True,265
248,1,MS,1,Sheath,1,True,67
248,1,MS,2,Internode,1,True,5
248,1,MS,2,Lamina,1,True,64
248,1,MS,2,Sheath,1,True,12
248,1,MS,3,Internode,1,True,1
248,1,MS,3,Lamina,1,True,20
248,1,MS,3,Sheath,1,True,4
248,1,MS,4,Peduncle,1,False,13
248,1,MS,4,Peduncle,2,True,135
248,1,MS,5,Chaff,1,True,308
249,1,MS,1,Internode,1,False,3
249,1,MS,1,Internode,2,True,31
249,1,MS,1,Lamina,1,True,367
249,1,MS,1,Sheath,1,True,93
249,1,MS,2,Internode,1,True,7
249,1,MS,2,Lamina,1,True,89
249,1,MS,2,Sheath,1,True,17
249,1,MS,3,Internode,1,True,2
249,1,MS,3,Lamina,1,True,27
249,1,MS,3,Sheath,1,True,6
249,1,MS,4,Peduncle,1,False,18
249,1,MS,4,Peduncle,2,True,187
249,1,MS,5,Chaff,1,True,426
250,1,MS,1,Internode,1,False,4
250,1,MS,1,Internode,2,True,40
